需求编号,来源文档和章节,原子需求,对应实施工作包,实现文件或符号,自动化验证,页面PDA打印或性能验证,当前状态,证据链接或位置,产品确认人,确认版本
MATERIAL-009,product-design.md 第06节,采购多物流批次分别保留数量和实收事实,WP02,src/pages/production-fulfillment/calculations.ts、evidence.ts、fixtures.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：供给缺口/现货调拨/原料目标；tests/unit/production-fulfillment-configuration.test.ts：工厂实收及单位门槛；tests/unit/production-fulfillment-boundary-evidence.test.ts：BOM/返工,002纯库存；003入库未到厂；006分批供给/纠错；BOM独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
MATERIAL-010,product-design.md 第06节,006到厂可用500及待拨300未到仓200能逐项解释,WP02,src/pages/production-fulfillment/calculations.ts、evidence.ts、fixtures.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：供给缺口/现货调拨/原料目标；tests/unit/production-fulfillment-configuration.test.ts：工厂实收及单位门槛；tests/unit/production-fulfillment-boundary-evidence.test.ts：BOM/返工,002纯库存；003入库未到厂；006分批供给/纠错；BOM独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
MATERIAL-011,product-design.md 第06节,不合格退回与返工输出去重后才计入可用量,WP02,src/pages/production-fulfillment/calculations.ts、evidence.ts、fixtures.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：供给缺口/现货调拨/原料目标；tests/unit/production-fulfillment-configuration.test.ts：工厂实收及单位门槛；tests/unit/production-fulfillment-boundary-evidence.test.ts：BOM/返工,002纯库存；003入库未到厂；006分批供给/纠错；BOM独立算例；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-001,product-design.md 第07节,自然日为连续24小时且周末节假日不停表,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-002,product-design.md 第07节,中印时区展示不同但同一绝对期限计算一致,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-003,product-design.md 第07节,截止相等按期，超过即逾期且不用舍入值判定,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-004,product-design.md 第07节,来源日期精度不足时标明精度而不编造时分秒,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md；tests/unit/production-fulfillment-boundary-evidence.test.ts；001计算与版本独立边界卡,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-005,product-design.md 第07节,组上限不在子项预算之外重复相加,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-006,product-design.md 第07节,里程碑及相对期限不当成加工持续时间,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-007,product-design.md 第07节,组代理内部缺预算明确可见并禁止子团队假考核,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-008,product-design.md 第07节,组代理替换为子网络时两者不同时计时,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
TIME-009,product-design.md 第07节,会议候选值及旧图数值不冒充已发布正式规则,WP02,src/pages/production-fulfillment/calculations.ts、task-detail.ts、config-model.ts、scenarios.ts、boundary-evidence.ts,tests/unit/production-fulfillment-calculations.test.ts：自然日/时区/一秒超时/零能力；tests/unit/production-fulfillment-configuration.test.ts：组跨度/发布保留基线；tests/unit/production-fulfillment-boundary-evidence.test.ts：仅日期,001计算与版本/工作抽屉；004未知路线；规则与配置；无新增PDA执行或现场标签打印（沿用来源系统）；DDS报表打印另验。,已验证,implementation-evidence/verification.json；implementation-evidence/build.log；implementation-evidence/build-manifest.json；implementation-review.md,用户已指示按方案执行；Codex完成原型验证；产品接受待用户查看,V1.0本地Mock；4804328a工作树内容哈希见build-manifest.json；浏览器证据2026-09-17T13:25:12.321Z
