源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,78,03. 对象、层级与唯一口径,规定实发来源不明不猜生产归属｜本行：若实际发货只知道客户订单但无法追到生产来源，订单自身的时效仍可核算；生产任务的已发数量保持“归属待确认”，不能按SPU猜测扣账。这是数据质量事项,OBJECT-008；DATA-004,业务规则成立；数据事项尚需完整字段与恢复闭环,F12,若实际发货只知道客户订单但无法追到生产来源，订单自身的时效仍可核算；生产任务的已发数量保持“归属待确认”，不能按SPU猜测扣账。这是数据质量事项，有责任人及处理期限。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,80,04. 阶段与工作项：目录固定，实例动态,组织文档或图表语法：04. 阶段与工作项：目录固定，实例动态,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 04. 阶段与工作项：目录固定，实例动态,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,82,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：推荐 **9个展示阶段**。它们覆盖从需求下单到发货核算的全过程；其中S02、S03及S04的部分动作可以并行。某阶段无适用工作时显示“不适用，,FLOW-001/003,条文成立；本次仅确认设计语义，当前实现需另核对,,推荐 **9个展示阶段**。它们覆盖从需求下单到发货核算的全过程；其中S02、S03及S04的部分动作可以并行。某阶段无适用工作时显示“不适用，依据…”，默认收起，不能伪造成已完成。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,84,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：阶段,FLOW-001/002/004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|阶段|范围与结束结果|主案例计时项数|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,85,04. 阶段与工作项：目录固定，实例动态,组织文档或图表语法：|---|---|---:|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---:|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,86,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S01 需求受理与方案判断,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S01 需求受理与方案判断|责任落实、需求及供给路线判断|1|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,87,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S02 生产准备与技术放行,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S02 生产准备与技术放行|适用专业任务、审核及技术资料发布|8|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,88,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S03 面辅料供给、加工与到厂,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S03 面辅料供给、加工与到厂|缺口采购／现货调拨、必要加工、目标工厂实收可用|13|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,89,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S04 生产建单与任务下发,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S04 生产建单与任务下发|来源匹配、生产单、工艺与任务下发|2|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,90,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S05 裁床生产,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S05 裁床生产|配料、裁剪、验片及批次交接|2|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,91,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S06 特殊工艺与车缝配套,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S06 特殊工艺与车缝配套|适用特殊工艺、齐套／分单、配套交接|2|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,92,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S07 车缝与回货交接,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S07 车缝与回货交接|车缝进度、首批／后续回货和实收|1（组计时）|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,93,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S08 后道、质检与成衣入库,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S08 后道、质检与成衣入库|后道处理、质检放行、成衣实收入库|1（组计时）|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,94,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：S09 实际发货与订单时效核算,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|S09 实际发货与订单时效核算|拣配复核、实际发货、订单事实关联与核算|1（组计时）|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,95,04. 阶段与工作项：目录固定，实例动态,定义九阶段及主例31计时项的分类数｜本行：合计,FLOW-004；MOCK-002,条文成立；本次仅确认设计语义，当前实现需另核对,,|合计|主案例的计时层级；不是所有任务的固定模板|31|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,97,04. 阶段与工作项：目录固定，实例动态,区分计时项、子动作和代理替换后的49末级行｜本行：候选动作详见[工作项目录](work-item-catalog.md)。数量必须分开显示“已确认适用的计时项、组内执行动作、待判断事项、不适用项,FLOW-004；TIME-007/008；MOCK-002,31−3＋21算术正确；非三大组的组合动作也需责任/事件映射,F10,候选动作详见[工作项目录](work-item-catalog.md)。数量必须分开显示“已确认适用的计时项、组内执行动作、待判断事项、不适用项”。本例31项是时效计算展开层；组内动作仍展示责任和事实。当内部独立预算尚未确认时使用组计时，显示“子预算未分配”，不冒充已经具备每个子动作的考核标准。正式逐项考核前必须细分配置，替换组代理且保留版本。不能把31写成全公司统一工作项总数。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,99,04. 阶段与工作项：目录固定，实例动态,区分计时项、子动作和代理替换后的49末级行｜本行：主例3个组代理已具体列出21个内部动作：若将这3个父组替换成内部明细，工作树末级行数为`31-3+21=49`，其中2项是实发后的订单关联／核算,FLOW-004；TIME-007/008；MOCK-002,31−3＋21算术正确；非三大组的组合动作也需责任/事件映射,F10,主例3个组代理已具体列出21个内部动作：若将这3个父组替换成内部明细，工作树末级行数为`31-3+21=49`，其中2项是实发后的订单关联／核算数据工作，不额外延长生产实发工期。页面切换展开层级时同时说明计数含义，不能将父组与子动作一起求和。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,101,04. 阶段与工作项：目录固定，实例动态,将返工/补采追加到发生处并使用新轮次保持无环｜本行：补料、补裁、返工、补采、改派、数量变更等在发生处追加工作实例和分支，不创建一个最后统一处理的“异常阶段”。返回原工序时创建有轮次的新实例，依赖原,FLOW-005,条文成立；本次仅确认设计语义，当前实现需另核对,,补料、补裁、返工、补采、改派、数量变更等在发生处追加工作实例和分支，不创建一个最后统一处理的“异常阶段”。返回原工序时创建有轮次的新实例，依赖原失败输出，图中依然保持有向无环关系。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,103,05. 流程、状态与时序,组织文档或图表语法：05. 流程、状态与时序,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 05. 流程、状态与时序,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,105,05. 流程、状态与时序 / 05.1 全链路依赖流程,组织文档或图表语法：05.1 全链路依赖流程,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 05.1 全链路依赖流程,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,107,05. 流程、状态与时序 / 05.1 全链路依赖流程,组织文档或图表语法：mermaid,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```mermaid,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,108,05. 流程、状态与时序 / 05.1 全链路依赖流程,组织文档或图表语法：flowchart LR,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,flowchart LR,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,109,05. 流程、状态与时序 / 05.1 全链路依赖流程,画出下单、准备、采购调拨、制造到实发关联路径｜本行：A[商品采购单创建 / 生产需求单1:1产生<br/>统一T0] --> B[形成任务与跟单责任],FLOW-001/002；STATE-001/006/007；MATERIAL-005/006,主路径合理；可选印染/特殊工艺缺跳过边，图与文字不一致,F09, A[商品采购单创建 / 生产需求单1:1产生<br/>统一T0] --> B[形成任务与跟单责任],仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,110,05. 流程、状态与时序 / 05.1 全链路依赖流程,画出下单、准备、采购调拨、制造到实发关联路径｜本行：B --> P[生产准备：样衣、纸样、花型、调色、技术资料],FLOW-001/002；STATE-001/006/007；MATERIAL-005/006,主路径合理；可选印染/特殊工艺缺跳过边，图与文字不一致,F09, B --> P[生产准备：样衣、纸样、花型、调色、技术资料],仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,111,05. 流程、状态与时序 / 05.1 全链路依赖流程,画出下单、准备、采购调拨、制造到实发关联路径｜本行：B --> M{逐物料判断缺口与路线},FLOW-001/002；STATE-001/006/007；MATERIAL-005/006,主路径合理；可选印染/特殊工艺缺跳过边，图与文字不一致,F09, B --> M{逐物料判断缺口与路线},仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
